rollout/return_std,bc/batch,bc/l2_loss,bc/ent_loss,bc/neglogp,bc/epoch,bc/prob_true_act,rollout/return_max,bc/samples_so_far,bc/entropy,bc/l2_norm,rollout/return_min,rollout/return_mean,bc/loss,batch_size
0.6085544657145542,0,0.0,-0.004256815649569035,6.973654358335772,0,0.0061653179703965956,-2.6578587545081973,32,4.256815433502197,50.500144958496094,-4.3378524128347635,-3.509386689122766,6.969397542686203,32
0.5462397905101272,0,0.0,-0.004396272357553244,3.48219438075456,0,0.04260658760675674,-2.545666539168451,32,4.3962721824646,64.41118621826172,-3.93055183859542,-3.246609187859576,3.477798108397007,32
0.46354870765408207,500,0.0,-0.004074717406183481,3.0188366109235085,3,0.06394662529480732,-2.561085561523214,16032,4.074717044830322,107.39366912841797,-3.6912196949124336,-2.9572990965214556,3.014761893517325,32
0.28794348723584046,0,0.0,-0.004040892701596022,7.991098739756003,0,0.05603392725047114,-2.379471582127735,32,4.040892601013184,108.87747955322266,-3.162525503896177,-2.8493340177694337,7.987057847054407,32
0.7619755497819704,500,0.0,-0.0034749058540910482,3.4635952901147933,2,0.10983534330635401,-0.49570546342874877,16032,3.4749057292938232,124.74170684814453,-2.5253115030936897,-1.5015078508236912,3.4601203842607022,32
0.16094385604145006,0,0.0,-0.0031714451033622026,1.9177211844455158,0,0.16338075140272618,-1.0749815684976056,32,3.171444892883301,137.93218994140625,-1.522701453184709,-1.280482364934869,1.9145497393421536,32
0.2876654413253752,500,0.0,-0.002665929729118943,1.6451599359448927,1,0.24511109354989105,-0.48498026500601554,16032,2.6659295558929443,160.93228149414062,-1.3731937629636377,-0.8550514217829914,1.6424940062157738,32
0.6268573965567389,1000,0.0,-0.002205489668995142,3.944557718551896,3,0.3560619611221749,-0.3390368283726275,32032,2.2054896354675293,182.62355041503906,-2.0908933905302547,-0.9101954244892113,3.9423522288829007,32
0.3359415255936557,0,0.0,-0.0021705343388020992,3.813055160914026,0,0.31373538106049614,-0.6124258715135511,32,2.170534133911133,184.96580505371094,-1.5388639338780195,-0.8957984742242843,3.810884626575224,32
0.3871708847551914,500,0.0,-0.00215410185046494,1.861197143764384,1,0.3693127483479471,-0.4207769905042369,16032,2.154101848602295,203.78916931152344,-1.5349877922417363,-0.8558361023344332,1.859043041913919,32
0.09670527566664973,1000,0.0,-0.001905114040710032,1.0538873062650356,3,0.5661265909049399,-0.8749894711509114,32032,1.905113935470581,216.0874786376953,-1.1223749089622288,-0.9905696552632435,1.0519821922243255,32
0.29281037544904226,0,0.0,-0.0017801406793296337,1.1365028197167504,0,0.5960863977121771,-0.6614163197518792,32,1.7801406383514404,221.7806396484375,-1.3484082789800595,-0.9471198788029142,1.1347226790374207,32
0.2916083587736221,500,0.0,-0.0016205406282097101,0.8982734733150796,1,0.6745549798874919,-0.4463146986818174,16032,1.6205404996871948,231.54588317871094,-1.3290743969846517,-0.8754933719726978,0.8966529326868699,32
0.443604989349819,1000,0.0,-0.0014974975492805243,0.768523172777912,2,0.7587610150206072,-0.6102805160335265,32032,1.4974974393844604,238.2821502685547,-1.879898464307189,-1.0445163525902899,0.7670256752286315,32
0.28020644974391906,1500,0.0,-0.001362609793432057,1.1396555424482453,3,0.8017751716265636,-0.5994276269047987,48032,1.3626097440719604,245.0828399658203,-1.2845453859481495,-0.8742062857316342,1.1382929326548132,32
0.3378887043149064,0,0.0,-0.0013577505014836788,0.14884851234850058,0,0.9339224551709988,-0.4840986637282185,32,1.357750415802002,246.2821807861328,-1.2967076413915493,-0.9896581100183539,0.1474907618470169,32
0.1523463665599098,500,0.0,-0.0013318900018930435,0.6958698566676927,1,0.9054255061731423,-0.491774647271086,16032,1.3318899869918823,252.4403839111328,-0.9002621302497573,-0.6846599585594959,0.6945379666657997,32
0.15497025931154987,1000,0.0,-0.0013055080780759454,0.06280870778861863,2,0.9897030068316034,-0.4147112219579867,32032,1.305508017539978,257.4134216308594,-0.8581774532503914,-0.6676350527617615,0.06150319971054269,32
0.30984101734683556,1500,0.0,-0.001236465759575367,0.35775241319615264,3,1.0026745579757865,-0.5274965743446955,48032,1.2364656925201416,263.0459289550781,-1.3716919328871882,-1.033481066240347,0.3565159474365773,32
